1564131510.8591008	-1.0	0.0	-1	photo/photo7.jpg	
1564131513.3535357	-1.0	0.0	-1	photo/photo8.jpg	
1564131515.8609452	-1.0	0.0	-1	photo/photo9.jpg	
1564131518.3474114	-1.0	0.0	-1	photo/photo10.jpg	
1564131520.8006148	-1.0	0.0	-1	photo/photo11.jpg	
1564131523.2670171	-1.0	0.0	-1	photo/photo12.jpg	
1564131525.7581835	-1.0	0.0	-1	photo/photo13.jpg	
1564131528.2449048	-1.0	0.0	-1	photo/photo14.jpg	
1564131530.7699456	-1.0	0.0	-1	photo/photo15.jpg	
1564131533.2828422	-1.0	0.0	-1	photo/photo16.jpg	
1564131535.784054	-1.0	0.0	-1	photo/photo17.jpg	
1564131538.28641	-1.0	0.0	-1	photo/photo18.jpg	
1564131540.7728043	-1.0	0.0	-1	photo/photo19.jpg	
1564131543.2288468	-1.0	0.0	-1	photo/photo20.jpg	
1564131545.7195368	-1.0	0.0	-1	photo/photo21.jpg	
1564131548.181687	-1.0	0.0	-1	photo/photo22.jpg	
1564131550.6984572	-1.0	0.0	-1	photo/photo23.jpg	
1564131553.1799977	-1.0	0.0	-1	photo/photo24.jpg	
1564131555.6592379	-1.0	0.0	-1	photo/photo25.jpg	
1564131558.1487389	-1.0	0.0	-1	photo/photo26.jpg	
1564131560.6363456	-1.0	0.0	-1	photo/photo27.jpg	
1564131563.0976462	-1.0	0.0	-1	photo/photo28.jpg	
1564131565.5611975	-1.0	0.0	-1	photo/photo29.jpg	
1564131568.0388813	-1.0	0.0	-1	photo/photo30.jpg	
1564131570.5083654	-1.0	0.0	-1	photo/photo31.jpg	
1564131573.1092002	-1.0	0.0	-1	photo/photo32.jpg	
1564131575.5890625	-1.0	0.0	-1	photo/photo33.jpg	
1564131578.0705826	-1.0	0.0	-1	photo/photo34.jpg	
1564131727.6975594	-1.0	0.0	-1	photo/photo38.jpg	
1564131730.2035906	-1.0	0.0	-1	photo/photo39.jpg	
1564131732.677511	-1.0	0.0	-1	photo/photo40.jpg	
1564131735.1547496	-1.0	0.0	-1	photo/photo41.jpg	
1564131737.6659477	-1.0	0.0	-1	photo/photo42.jpg	
1564131740.161258	-1.0	0.0	-1	photo/photo43.jpg	
1564131742.63877	-1.0	0.0	-1	photo/photo44.jpg	
1564131745.1393223	-1.0	0.0	-1	photo/photo45.jpg	
1564131747.632437	-1.0	0.0	-1	photo/photo46.jpg	
1564131751.6096656	-1.0	0.0	2	photo/photo47.jpg	
1564131754.073948	-1.0	0.0	-1	photo/photo48.jpg	
1564131756.5795982	-1.0	0.0	-1	photo/photo49.jpg	
1564131759.0905097	-1.0	0.0	-1	photo/photo50.jpg	
1564131837.7618265	-1.0	0.0	-1	photo/photo53.jpg	
1564131840.3063045	-1.0	0.0	-1	photo/photo54.jpg	
1564131842.7967823	-1.0	0.0	-1	photo/photo55.jpg	
1564131845.317373	-1.0	0.0	-1	photo/photo56.jpg	
1564131847.8037963	-1.0	0.0	-1	photo/photo57.jpg	
1564131850.2774	-1.0	0.0	-1	photo/photo58.jpg	
1564131852.755284	-1.0	0.0	-1	photo/photo59.jpg	
1564131855.245264	-1.0	0.0	-1	photo/photo60.jpg	
1564131857.7259855	-1.0	0.0	-1	photo/photo61.jpg	
1564131860.1923795	-1.0	0.0	-1	photo/photo62.jpg	
1564131862.7167192	-1.0	0.0	-1	photo/photo63.jpg	
1564131865.2395642	-1.0	0.0	-1	photo/photo64.jpg	
1564131869.1985056	-1.0	0.0	2	photo/photo65.jpg	
1564131873.129567	-1.0	0.0	2	photo/photo66.jpg	
1564131877.072872	-1.0	0.0	2	photo/photo67.jpg	
1564131880.958882	-1.0	0.0	2	photo/photo68.jpg	
1564131885.5516148	-1.0	0.0	1	photo/photo69.jpg	
1564131889.4995508	-1.0	0.0	3	photo/photo70.jpg	
1564131892.0248804	-1.0	0.0	-1	photo/photo71.jpg	
1564131895.9714093	-1.0	0.0	2	photo/photo72.jpg	
1564131899.92313	-1.0	0.0	2	photo/photo73.jpg	
1564131903.8296542	-1.0	0.0	2	photo/photo74.jpg	
1564131908.4250753	-1.0	0.0	1	photo/photo75.jpg	
1564131912.316821	-1.0	0.0	3	photo/photo76.jpg	
1564131916.1942413	-1.0	0.0	2	photo/photo77.jpg	
1564131920.08098	-1.0	0.0	3	photo/photo78.jpg	
1564131923.9993603	-1.0	0.0	2	photo/photo79.jpg	
1564131927.942596	-1.0	0.0	3	photo/photo80.jpg	
1564131931.9215887	-1.0	0.0	2	photo/photo81.jpg	
1564131935.8709805	-1.0	0.0	3	photo/photo82.jpg	
1564131938.3383858	-1.0	0.0	-1	photo/photo83.jpg	
1564131942.2846112	-1.0	0.0	3	photo/photo84.jpg	
1564131944.7659013	-1.0	0.0	-1	photo/photo85.jpg	
1564132075.466027	-1.0	0.0	3	photo/photo88.jpg	
1564132079.3331742	-1.0	0.0	2	photo/photo89.jpg	
1564132083.925046	-1.0	0.0	1	photo/photo90.jpg	
1564132086.3757656	-1.0	0.0	-1	photo/photo91.jpg	
1564132088.826902	-1.0	0.0	-1	photo/photo92.jpg	
1564132091.2827518	-1.0	0.0	-1	photo/photo93.jpg	
1564132093.7499347	-1.0	0.0	-1	photo/photo94.jpg	
1564132096.2289016	-1.0	0.0	-1	photo/photo95.jpg	
1564132098.7299387	-1.0	0.0	-1	photo/photo96.jpg	
1564132101.24989	-1.0	0.0	-1	photo/photo97.jpg	
1564132103.7840722	-1.0	0.0	-1	photo/photo98.jpg	
1564132107.7695305	-1.0	0.0	2	photo/photo99.jpg	
1564132111.6328173	-1.0	0.0	2	photo/photo100.jpg	
1564132115.5767298	-1.0	0.0	3	photo/photo101.jpg	
1564132119.533204	-1.0	0.0	2	photo/photo102.jpg	
1564132123.4853513	-1.0	0.0	3	photo/photo103.jpg	
1564132127.3922808	-1.0	0.0	2	photo/photo104.jpg	
1564132131.3471117	-1.0	0.0	3	photo/photo105.jpg	
1564132135.2517595	-1.0	0.0	2	photo/photo106.jpg	
1564132139.248671	-1.0	0.0	3	photo/photo107.jpg	
1564132143.1173024	-1.0	0.0	2	photo/photo108.jpg	
1564132147.111143	-1.0	0.0	3	photo/photo109.jpg	
1564132151.702528	-1.0	0.0	1	photo/photo110.jpg	
1564132155.5725012	-1.0	0.0	3	photo/photo111.jpg	
1564132160.1594255	-1.0	0.0	1	photo/photo112.jpg	
1564132162.594073	-1.0	0.0	-1	photo/photo113.jpg	
1564132165.0303566	-1.0	0.0	-1	photo/photo114.jpg	
1564132167.4645672	-1.0	0.0	-1	photo/photo115.jpg	
1564132169.8987062	-1.0	0.0	-1	photo/photo116.jpg	
1564132171.2493062	-1.0	0.0	0	photo/photo117.jpg	
1564132172.6208293	-1.0	0.0	0	photo/photo118.jpg	
1564132173.9170945	-1.0	0.0	0	photo/photo119.jpg	
1564132175.2704866	-1.0	0.0	0	photo/photo120.jpg	
1564132176.5697277	-1.0	0.0	0	photo/photo121.jpg	
1564132177.949718	-1.0	0.0	0	photo/photo122.jpg	
1564132179.244795	-1.0	0.0	0	photo/photo123.jpg	
1564132180.6026955	-1.0	0.0	0	photo/photo124.jpg	
1564132181.8998907	-1.0	0.0	0	photo/photo125.jpg	
1564132183.2369092	-1.0	0.0	0	photo/photo126.jpg	
1564132184.534949	-1.0	0.0	0	photo/photo127.jpg	
1564132185.9103007	-1.0	0.0	0	photo/photo128.jpg	
1564132187.209267	-1.0	0.0	0	photo/photo129.jpg	
1564132288.2487843	-1.0	0.0	-1	photo/photo132.jpg	
1564132292.8846405	-1.0	0.0	1	photo/photo133.jpg	
1564132295.507354	-1.0	0.0	-1	photo/photo134.jpg	
1564132297.9991243	-1.0	0.0	-1	photo/photo135.jpg	
1564132300.4743743	-1.0	0.0	-1	photo/photo136.jpg	
1564132302.9474478	-1.0	0.0	-1	photo/photo137.jpg	
1564132305.4388993	-1.0	0.0	-1	photo/photo138.jpg	
1564132307.9060266	-1.0	0.0	-1	photo/photo139.jpg	
1564132310.4163399	-1.0	0.0	-1	photo/photo140.jpg	
1564132312.9134715	-1.0	0.0	-1	photo/photo141.jpg	
1564132316.9160614	-1.0	0.0	2	photo/photo142.jpg	
1564132320.7603183	-1.0	0.0	2	photo/photo143.jpg	
1564132324.6439872	-1.0	0.0	2	photo/photo144.jpg	
1564132329.2382896	-1.0	0.0	1	photo/photo145.jpg	
1564132333.1212497	-1.0	0.0	2	photo/photo146.jpg	
1564132334.389853	-1.0	0.0	0	photo/photo147.jpg	
